Lease Number,Current Expiration Date,Lease Initial Effective Date,Location Code,Lease ANSI Rentable Sqft,Lease Usable Sqft,Lse Structured Parking Spaces,Lse Surface Parking Spaces,Lease Annual Rent Amount,Lease Responsibility,Lessor Name,Lessor In-Care-Of,Lessor Address 1,Lessor Address 2,Lessor Country,Lessor State,Lessor Zip Code,Lessor County,Lessor City              
LAK06333,14-May-2011,15-May-2001,AK3219,13723.000000,12757.000000,0,83,295953.670000,LESSOR,"JCM RENTALS,INCORPORATED","","2770 SHERWOOD LANE,SUITE J","","US",AK,99801-8545,"JUNEAU DIVISION","JUNEAU"
LAK07001,13-Oct-2013,14-Oct-2008,AK3227,702.000000,702.000000,0,3,13807.000000,LESSOR,"PIA ELIZABETH PERATROVICH BUILDING","","15 12TH STREET","","US",AK,99833-0000,"WRANGELL-PETERSBURG","PETERSBURG"
LAK05873,30-Jan-2014,01-Dec-1994,AK3228,24673.000000,21457.000000,0,75,516345.420000,LESSOR,"K & R ENTERPRISES,INC.","","300 W. 123RD AVE","","US",AK,99515-3355,"ANCHORAGE DIVISION","ANCHORAGE"
LAK05855,13-Feb-2011,14-Feb-1994,AK3235,1935.000000,1683.000000,0,0,46046.880000,LESSOR,"WALTER H. HICKEL","","6119 CALLE CAMPCO","","US",CA,92067-8974,"SAN DIEGO","RANCHO SANTA FE"
LAK05926,18-Oct-2012,19-Oct-1994,AK3237,26444.000000,23813.000000,0,9,766323.850000,LESSOR,"VECO 36TH AVENUE,INC.,","AN ALASKA CORPORATION","949 E. 36TH AVENUE","","US",AK,99508-4361,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06788,30-Apr-2011,09-Oct-2005,AK3239,3528.000000,3068.000000,0,2,96526.080000,LESSOR,"ALASKA PACIFIC UNIVERSITY","DBA GRACE HALL","4101 UNIVERSITY DRIVE,#40","","US",AK,99508-4625,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06830,31-May-2011,01-Jun-2006,AK3239,7699.000000,6694.000000,0,5,222655.080000,LESSOR,"ALASKA PACIFIC UNIVERSITY","DBA GRACE HALL","4101 UNIVERSITY DRIVE,#40","","US",AK,99508-4625,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07168,06-Apr-2028,05-Feb-2010,AK3239,20326.000000,17675.000000,0,25,646366.800000,LESSOR,"ALASKA PACIFIC UNIVERSITY","DBA GRACE HALL","4101 UNIVERSITY DRIVE,#40","","US",AK,99508-4625,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06742,31-Mar-2013,01-Apr-2005,AK3244,4108.000000,3572.000000,2,0,86564.150000,LESSOR,"COURTHOUSE SQUARE LLC","","813 D STREET SUITE 200","","US",AK,99501-3510,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06313,10-Feb-2012,11-Feb-2001,AK3251,4887.000000,4887.000000,0,2,87612.510000,LESSOR,"TIGER TRUST","JOHN HAXBY,TRUSTEE","1301 HUFFMAN RD STE 207","","US",AK,99515-3568,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06310,14-Jun-2011,15-Jun-2001,AK3254,7418.000000,6450.000000,0,0,222893.230000,LESSOR,"BROOKSIDE PROPERTIES,INC","","8240 HARTZELL RD","","US",AK,99507-3110,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07149,30-Apr-2019,29-Apr-2009,AK3256,4255.000000,3700.000000,0,0,74880.000000,LESSOR,"CROWDER RENTALS","","606 WEST SECOND AVENUE","","US",AK,99762-0001,"NOME DIVISION","NOME"
LAK07203,23-Apr-2015,24-Apr-2010,AK3258,7926.000000,6892.000000,0,12,224543.580000,LESSOR,"SHERWOOD LLC","","2760 SHERWOOD LN","","US",AK,99801-8545,"JUNEAU DIVISION","JUNEAU"
LAK07027,28-Feb-2019,01-Mar-2009,AK3263,19665.000000,17102.000000,44,21,404827.410000,LESSOR,"UNALAKLEET INVESTMENTS,LLC","","903 W. NORTHERN LIGHTS BOULEVARD","SUITE 210","US",AK,99503-0000,"ANCHORAGE DIVISION","ANCHORAGE"
LAK05878,30-Nov-2010,20-Mar-1994,AK3264,3570.000000,3570.000000,0,5,57600.000000,LESSOR,"RUDOLPH DANIEL KELLY","","38 MILLER AVENUE,#115","","US",CA,94941-1942,"MARIN","MILL VALLEY"
LAK05814,15-Feb-2012,16-Aug-1993,AK3267,27779.000000,24156.000000,0,30,1107185.010000,LESSOR,"SJ/JL CALAIS OFFICE II,LLC","","3601 C STREET,STE. 111","","US",AK,99503-3961,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06870,30-Apr-2018,07-Nov-2006,AK3276,6857.000000,6857.000000,7,4,134122.920000,LESSOR,"MICHAEL INVESTMENTS,LLC","","2525 GAMBELL STREET,SUITE 307","","US",AK,99503-2838,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06767,30-Nov-2010,18-Jun-2005,AK3278,926.000000,805.000000,0,2,21897.840000,LESSOR,"ALASKA PROPERTIES","","3665 BEN WALTERS LANE,STE A","P.O. BOX 2850","US",AK,99603-2850,"KENAI-COOK INLET DIV","HOMER"
LAK07122,17-Jun-2015,18-Jun-2010,AK3278,926.000000,805.000000,0,2,28706.000000,LESSOR,"NOBUKO YOSHIDA","DBA ALASKA PROPERTIES","3665 BEN WALTERS LANE","SUITE E","US",AK,99603-7751,"KENAI-COOK INLET DIV","HOMER"
LAK07151,09-Mar-2020,10-Mar-2010,AK3279,4650.000000,4043.000000,0,6,83700.000000,LESSOR,"DAVID AND RENDA HEIMBIGNER","","635 ALDER","","US",AK,99801-1409,"JUNEAU DIVISION","JUNEAU"
LAK07097,31-Mar-2019,01-Apr-2009,AK3282,3153.000000,2720.000000,0,1,81000.640000,LESSOR,"STRAWBERRY HILL LLC","","431 WEST 7TH AVENUE","SUITE 108","US",AK,99501-3500,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07152,31-Mar-2019,01-Apr-2009,AK3282,3203.000000,2723.000000,0,1,118190.700000,LESSOR,"STRAWBERRY HILL LLC","","431 WEST 7TH AVENUE","SUITE 108","US",AK,99501-3500,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06974,30-Nov-2013,01-Dec-2008,AK3283,7200.000000,7200.000000,0,4,99778.530000,LESSOR,"TIGER TRUST","C/O JOHN HAXBY","1301 HUFFMAN ROAD","SUITE 207","US",AK,99515-3568,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07045,15-Apr-2019,16-Apr-2009,AK3287,1938.000000,1685.000000,0,1,48203.400000,LESSOR,"JCCP,INC","","8800 GLACIER HIGHWAY","SUITE 231","US",AK,99801-8080,"JUNEAU DIVISION","JUNEAU"
LAK06922,31-Dec-2012,01-Jan-2008,AK3287,3982.000000,3681.000000,0,0,105476.640000,LESSOR,"JCCP,INC","","8800 GLACIER HIGHWAY","SUITE 231","US",AK,99801-8080,"JUNEAU DIVISION","JUNEAU"
LAK07002,30-Sep-2013,31-Mar-2009,AK3296,2927.000000,2545.000000,0,10,135212.000000,LESSOR,"ATFM CORPORATION","","1100 MALLOT AVENUE","","US",AK,99689-0185,"SKAGWAY-YAKUTAT DIV","YAKUTAT"
LAK07117,30-Apr-2019,01-May-2009,AK3300,6804.000000,5413.000000,0,3,205752.960000,LESSOR,"VINTAGE BUSINESS PARK 1,LLC","","3032 VINTAGE BOULEVARD","SUITE 102","US",AK,99801-7155,"JUNEAU DIVISION","JUNEAU"
LAK05872,02-Oct-2014,03-Oct-1994,AK3303,37375.000000,32500.000000,112,0,1362632.160000,LESSOR,"BERKSHIRE FBI-ANCHORAGE ASSOC. LP","","100 NORTH CENTRE AVENUE,SUITE 502","","US",NY,11570-0000,"NASSAU","ROCKVILLE CENTRE"
LAK06789,30-Sep-2012,01-Oct-2005,AK3305,1188.000000,1188.000000,0,0,19530.720000,LESSOR,"NATIVE VILLAGE OF TYONEK","DBA: NVT IRA COUNCIL OFFICE","100 A ST.,TYONEK","","US",AK,99682-0009,"KENAI-COOK INLET DIV","TYONEK"
LAK06790,30-Sep-2012,01-Oct-2005,AK3305,3652.000000,3176.000000,0,0,61244.040000,LESSOR,"NATIVE VILLAGE OF TYONEK","","100 A ST.","","US",AK,99682-0009,"KENAI-COOK INLET DIV","TYONEK"
LAK06699,08-Jan-2015,09-Jan-2005,AK3306,4700.000000,4700.000000,0,0,114000.000000,LESSOR,"JSB INVESTMENTS,LLC","","3303 CHECKMATE DR.","","US",AK,99508-4923,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06843,31-Jul-2011,31-Jul-2006,AK3308,922.000000,922.000000,0,2,19423.440000,LESSOR,"SEAVIEW COMMUNITY SERVICES","","P O BOX 1045","","US",AK,99664-1045,"SEWARD DIVISION","SEWARD"
LAK05933,20-Oct-2011,01-Feb-1995,AK3309,1215.000000,1215.000000,0,2,39366.000000,LESSOR,"YAKUTAT LAND LLC","","171 MENDOSA AVE","","US",CA,94116-1944,"SAN FRANCISCO","SAN FRANCISCO"
LAK06837,31-May-2011,26-May-2006,AK3311,467.000000,411.000000,0,6,17372.400000,LESSOR,"KIC FACILITIES MANAGEMENT LLC","","373A SECOND AVE.","","US",AK,99752-1050,"KOBUK DIVISION","KOTZEBUE"
LAK06823,30-Apr-2011,01-May-2006,AK3317,2629.000000,2286.000000,0,0,59253.120000,LESSOR,"ATRIUM BUILDING PALMER,LLC","","2550 DENALI ST,STE 500","","US",AK,99503-2752,"ANCHORAGE DIVISION","ANCHORAGE"
LAK05971,15-Dec-2010,18-Oct-1995,AK3317,17087.000000,14857.000000,0,0,396651.120000,LESSOR,"ATRIUM BUILDING,PALMER,LLC","ROBERT B. ACREE","2550 DENALI ST.,STE 500","","US",AK,99503-2752,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06000,31-Mar-2012,01-Apr-1997,AK3319,11278.000000,10210.000000,0,47,292039.630000,LESSOR,"INUIT DEVELOPMENT DIVERSIFIED LLC","","903 W. NORTHERN LIGHTS BLVD. #210","","US",AK,99503-2400,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06028,04-Feb-2012,05-Feb-1997,AK3325,10515.000000,10515.000000,0,0,297484.480000,LESSOR,"WAGAR ENTERPRISES,LLC","","8420 HEATHER CIRCLE","","US",AK,99502-3905,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06559,30-Sep-2018,01-Mar-2003,AK3331,885.000000,770.000000,0,0,43125.000000,LESSOR,"KODIAK ISLAND BOROUGH","","710 MILL BAY ROAD","","US",AK,99615-6398,"KODIAK DIVISION","KODIAK"
LAK06090,30-Sep-2018,01-Oct-1998,AK3331,23015.000000,20013.000000,0,27,1510436.720000,LESSOR,"KODIAK ISLAND BOROUGH","","710 MILL BAY ROAD","","US",AK,99615-6398,"KODIAK DIVISION","KODIAK"
LAK06096,04-Nov-2012,05-Nov-1997,AK3332,5773.000000,5020.000000,0,15,46927.310000,LESSOR,"EDWARD WELCH","","P.O. BOX 262","","US",AK,99610-0262,"KENAI-COOK INLET DIV","KASILOF"
LAK06206,28-Feb-2015,01-Mar-2000,AK3335,23992.000000,18945.000000,0,0,744875.830000,LESSOR,"EKLUTNA,INC.","C/O PTP MANAGEMENT,INC.","2550 DENALI STREET,#500","","US",AK,99503-2752,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06227,31-Mar-2011,01-Oct-1999,AK3338,5175.000000,4500.000000,0,0,112778.230000,LESSOR,"HTGP&B INVESTMENTS '81","","590 UNIVERSITY AVENUE","","US",AK,99709-3461,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06871,14-May-2012,15-May-2007,AK3341,1359.000000,1188.000000,0,0,50972.080000,LESSOR,"3601 C STREET LCC","","2620 SECOND AVE","","US",WA,98121-1212,"KING","SEATTLE"
LAK06258,31-May-2013,01-Jun-2000,AK3341,31349.000000,27299.000000,0,0,1072135.800000,LESSOR,"3601 C STREET LLC","C/O NW INTERNATIONAL BANK","2620 SECOND AVENUE","","US",WA,98121-1212,"KING","SEATTLE"
LAK06266,31-Dec-2010,15-Jun-2000,AK3342,14195.000000,14195.000000,0,0,102521.550000,LESSOR,"SAFEWAY INC/PROP DEVLPMT ASSOC.","REAL ESTATE LAW","5918 STONERIDGE MALL ROAD","FACILITY #94-A035-01-01","US",CA,94588-3229,"ALAMEDA","PLEASANTON"
LAK06271,31-Mar-2016,01-Apr-2001,AK3344,27763.000000,27763.000000,36,12,590026.380000,LESSOR,"BERKSHIRE DEA-ANCHORAGE ASSOCIATES","","100 NORTH CENTRE AVENUE","SUITE 502","US",NY,11570-0000,"NASSAU","ROCKVILLE CENTRE"
LAK07183,06-Aug-2020,07-Aug-2010,AK3345,1260.000000,1260.000000,0,0,30996.000000,LESSOR,"BLAZY'S SOLDOTNA MALL","","44539 STERLING HWY.,STE 211","","US",AK,99669-7920,"KENAI-COOK INLET DIV","SOLDOTNA"
LAK06638,31-Dec-2010,05-Jan-2004,AK3346,1065.000000,1065.000000,0,0,18531.000000,LESSOR,"CONNER V. WELLS JR.DBA STAR RENTALS","","1000 TOWN CENTER NE","SUITE 180","US",WA,98422-1193,"PIERCE","TACOMA"
LAK06296,31-Dec-2010,01-Jan-2001,AK3346,19425.000000,19425.000000,0,0,200944.210000,LESSOR,"CONNER V. WELLS,DBA STAR RENTALS","","PMB 48,1000 TOWNE CENTER,ST 180","","US",WA,98422-1194,"PIERCE","TACOMA"
LAK06859,30-Nov-2011,01-Dec-2006,AK3348,810.000000,810.000000,0,0,26730.000000,LESSOR,"TUNISTA,INC.","","500 ALA MOANA BLVD,","#7-525","US",HI,96813-4920,"HONOLULU","HONOLULU"
LAK06320,14-Apr-2011,15-Apr-2001,AK3349,4945.000000,4300.000000,0,35,105964.630000,LESSOR,"EASTFORK L.L.C. JOHN ESHLEMAN","","6382 E. BEECHCRAFT RD.","WASILLA","US",AK,99654-9332,"MATANUSKA-SUSITNA DV","WASILLA"
LAK06346,31-Dec-2011,01-Jan-2002,AK3351,6112.000000,6112.000000,0,3,157689.600000,LESSOR,"SAUNDERS CCB LLC"," STEPHENS & JOHNSON","3201 A STREET,SUITE 200","","US",AK,99503-3962,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06379,30-Sep-2013,01-Oct-2001,AK3360,10000.000000,10000.000000,0,0,118275.090000,LESSOR,"CONNER V. WELLS,DBA STAR RENTALS","","1000 TOWN CENTER NE","STE 108","US",WA,98422-1194,"PIERCE","TACOMA"
LAK06402,06-Dec-2011,07-Dec-2001,AK3364,9035.000000,9035.000000,0,14,203032.140000,LESSOR,"POSTMARK PROPERTIES","","3838 W. 50TH AVENUE,SUITE 1","","US",AK,99502-1040,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06953,31-Jan-2012,01-Feb-2008,AK3365,1051.000000,1051.000000,0,0,15600.000000,LESSOR,"OUNALASHKA CORPORATION","","400 SALMON WAY","","US",AK,99685-0148,"ALEUTIAN ISLANDS DIV","UNALASKA"
LAK06409,30-Apr-2012,01-May-2002,AK3366,2532.000000,2202.000000,0,7,50510.420000,LESSOR,"SHEE ATIKA' INC.","","315 LINCOLN STREET","STE 300","US",AK,99835-7579,"SITKA DIVISION","SITKA"
LAK06416,14-May-2012,15-May-2002,AK3368,739.000000,739.000000,1,1,20885.510000,LESSOR,"SENATE PROPERTIES","","175 SOUTH FRANKLIN SUITE 308","","US",AK,99801-1384,"JUNEAU DIVISION","JUNEAU"
LAK06438,31-May-2012,01-Jun-2002,AK3371,7200.000000,7200.000000,0,0,138346.500000,LESSOR,"JAMES E. AND/OR LORI ANN GIBERTONI","","228 IDITAROD AVENUE","","US",AK,99701-3640,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06447,14-Jul-2012,15-Jul-2002,AK3372,1150.000000,1150.000000,0,0,28094.000000,LESSOR,"JOHN DEVENS","","MILE 93.3 RICHARDSON HIGHWAY","","US",AK,99573-0000,"VALDEZ-CHITINA-WHITT","COPPER CENTER"
LAK06448,22-Jun-2023,23-Jun-2003,AK3373,75286.000000,67287.000000,231,40,2190160.000000,LESSOR,"FIFTH AVENUE DEVELOPMENT,LLC","LEONARD HYDE,MANAGING MEMBER","P.O. BOX 202845","","US",AK,99520-2845,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06481,31-Oct-2012,01-Nov-2002,AK3375,13359.000000,13359.000000,0,35,198247.560000,LESSOR,"NICOLAI-ALASKA LLC","","3201 C STREET,SUITE 200","","US",AK,99503-3962,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06849,30-Sep-2012,01-Oct-2007,AK3377,1800.000000,1800.000000,0,0,17640.000000,LESSOR,"CLEVELAND PROPERTIES","","970 DEERE ST","","US",AK,99709-5536,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06513,31-Dec-2013,01-Jan-2003,AK3378,2875.000000,2500.000000,0,5,66000.000000,LESSOR,"C-PILOTS LLC","","108 HUCKLEBERRY CIR","","US",AK,99901-9529,"KETCHIKAN DIVISION","KETCHIKAN"
LAK06826,31-Oct-2015,01-Nov-2005,AK3379,2454.000000,2454.000000,0,0,150921.000000,LESSOR,"STATE OF ALASKA DOT & PUBLIC FAC","","3132 CHANNEL DRIVE","","US",AK,99801-1427,"JUNEAU DIVISION","JUNEAU"
LAK06945,31-Dec-2012,01-Jan-2008,AK3380,1176.000000,1176.000000,0,0,45000.000000,LESSOR,"GRAND SLAM LLC","","18525 JAMIE DR","","US",AK,99577-7955,"ANCHORAGE DIVISION","EAGLE RIVER"
LAK06794,31-May-2014,01-Jun-2006,AK3381,950.000000,950.000000,0,0,32528.000000,LESSOR,"WINGSPAN PROPERTIES LLC","DAVID HILTY,MANAGER","1834 MISSION ROAD,","","US",AK,99615-6833,"KODIAK DIVISION","KODIAK"
LAK06783,30-Sep-2011,01-Oct-2006,AK3383,800.000000,800.000000,0,0,28800.000000,LESSOR,"ARCTIC SLOPE REGIONAL CORPORATION","","3900 C STREET,SUITE 801","","US",AK,99503-5963,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06919,31-Dec-2012,01-Jan-2008,AK3385,842.000000,842.000000,0,0,29891.000000,LESSOR,"JOHN AND IVA BAKER","","PO BOX 312","","US",AK,99752-0000,"KOBUK DIVISION","KOTZEBUE"
LAK06799,30-Nov-2010,15-Nov-2005,AK3386,682.000000,682.000000,0,0,22500.000000,LESSOR,"NANUAQ INC","DBA NANUAQ MANOR","400 BERING STREET","","US",AK,99762-0905,"NOME DIVISION","NOME"
LAK06536,20-Nov-2015,23-Sep-2002,AK3387,585.000000,585.000000,0,0,18252.000000,LESSOR,"JUNEAU,CITY & BUROUGH OF","","155 S. SEWARD STREET","","US",AK,99801-1332,"JUNEAU DIVISION","JUNEAU"
LAK06796,30-Jun-2014,01-Jul-2006,AK3388,900.000000,900.000000,0,0,38400.000000,LESSOR,"WHIT WEAVER","","1840 DOCK ROAD","","US",AK,99826-0107,"SKAGWAY-YAKUTAT DIV","GUSTAVUS"
LAK06791,31-Dec-2014,01-Jan-2006,AK3389,2196.000000,2196.000000,0,0,59928.840000,LESSOR,"R & L LEASING INC","","1860 FRITZ COVE RD","","US",AK,99801-8503,"JUNEAU DIVISION","JUNEAU"
LAK06792,31-May-2014,01-Jun-2006,AK3391,665.000000,665.000000,0,0,41055.050000,LESSOR,"YAKUTAT LAND LLC","","171 MENDOSA AVENUE","","US",CA,94116-0000,"SAN FRANCISCO","SAN FRANCISCO"
LAK06793,30-Jun-2014,01-Jul-2006,AK3394,678.000000,678.000000,0,0,38646.000000,LESSOR,"CARLISE TRANSPORTATION SYSTEMS,INC","","1800 E. 1ST AVENUE","","US",AK,99501-1834,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06825,31-May-2011,01-Jun-2006,AK3395,10991.000000,10088.000000,0,21,395676.000000,LESSOR,"AIRPORT EQUIPMENT RENTALS INC","","5904 OLD AIRPORT WAY","","US",AK,99709-4601,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06915,30-Nov-2012,01-Dec-2007,AK3406,530.000000,530.000000,0,0,17090.180000,LESSOR,"PENINSULA AIRWAYS INC","","6100 BOEING AVE","","US",AK,99502-0000,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06916,30-Nov-2012,01-Dec-2007,AK3408,1110.000000,1110.000000,0,0,19869.000000,LESSOR,"PACIFIC WING INC.","","P.O. BOX 1560","1500 HAUGEN DR.","US",AK,99833-1560,"WRANGELL-PETERSBURG","PETERSBURG"
LAK06918,30-Nov-2012,01-Dec-2007,AK3410,1200.000000,1200.000000,0,0,28800.000000,LESSOR,"ALASKA ISLAND COMMUNITY SERVICES","","333 CHURCH ST","","US",AK,99929-1231,"WRANGELL-PETERSBURG","WRANGELL"
LAK07013,31-Oct-2013,01-Dec-2008,AK3413,1280.000000,1280.000000,0,0,12600.000000,LESSOR,"ARNE T. OYDNA","","2343 KEVIN CT.","","US",AK,99801-9345,"JUNEAU DIVISION","JUNEAU"
LAK06574,30-Nov-2013,01-Dec-2003,AK3414,20447.000000,17655.000000,60,0,682111.920000,LESSOR,"3000 C STREET LLC","PTP MANAGEMENT,INC.","2550 DENALI STREET,SUITE 500","","US",AK,99503-2752,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07178,31-Mar-2020,01-Apr-2010,AK3416,2312.000000,2039.000000,1,3,77960.640000,LESSOR,"L STREET INVESTMENTS","","420 L STREET","","US",AK,99501-1945,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06806,31-Aug-2016,01-Sep-2006,AK3416,4031.000000,3555.000000,4,0,112812.000000,LESSOR,"L STREET INVESTMENTS","","420 L STREET","","US",AK,99501-1945,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06586,04-Sep-2013,05-Sep-2003,AK3417,0.000000,0.000000,4,6,345631.320000,LESSOR,"BCL LEASING","","HC63 BOX 1225","","US",AK,99780-9701,"SO.EAST FAIRBANKS DIV","TOK"
LAK06587,31-May-2014,01-Jun-2004,AK3418,0.000000,0.000000,0,0,66695.040000,LESSOR,"DAVID M. & PAMELA L. HUNZ","","P O BOX 185","","US",AK,99840-0185,"SKAGWAY-YAKUTAT DIV","SKAGWAY"
LAK07063,30-Jun-2013,01-Jul-2008,AK3419,1600.000000,1600.000000,0,0,21600.000000,LESSOR,"GOLDEN GLACIER,INC","","113 FRONT STREET SUITE 300","","US",AK,99762-9800,"NOME DIVISION","NOME"
LAK06597,31-Aug-2013,01-Sep-2003,AK3420,1098.000000,933.000000,0,0,19825.800000,LESSOR,"STRAUT BUILDING LLC","","518 MARINE WAY","","US",AK,99615-1365,"KODIAK DIVISION","KODIAK"
LAK06622,31-Dec-2013,01-Jan-2004,AK3422,1636.000000,1636.000000,0,0,38871.360000,LESSOR,"DIMOND CENTER LLC","JACK ASHCROFT","800 E DIMOND BLVD,SUITE 500","","US",AK,99515-2044,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06625,31-Oct-2015,15-Nov-2003,AK3426,1000.000000,1000.000000,0,0,31800.000000,LESSOR,"DAVID AND RENDA HEIMBIGNER","","635 ALDER ST.","","US",AK,99801-1409,"JUNEAU DIVISION","JUNEAU"
LAK07044,31-Oct-2012,01-Dec-2008,AK3428,1306.000000,1306.000000,0,0,22097.520000,LESSOR,"L METRO LLC AND NICOLAI-ALASKA LLC","","3201 C STREET","SUITE 200","US",AK,99503-0000,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06631,09-Oct-2019,10-Oct-2004,AK3429,26526.000000,21896.000000,0,89,823066.910000,LESSOR,"CENTERPOINT FINANCIAL CENTER I,LLC","","P O BOX 202845","","US",AK,99520-2845,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06639,31-Dec-2010,01-Jan-2004,AK3430,1715.000000,1715.000000,0,0,49392.000000,LESSOR,"CURYUNG TRIBAL COUNCIL","","531 D STREET","","US",AK,99576-0216,"BRISTOL BAY DIVISION","DILLINGHAM"
LAK06645,28-Feb-2014,01-Mar-2004,AK3431,3174.000000,3174.000000,0,0,36949.160000,LESSOR,"MARTIN D & JANETTE L BROWN","","9001 E. FRONTAGE ROAD,UNIT B","","US",AK,99645-9317,"MATANUSKA-SUSITNA DV","PALMER"
LAK06658,31-May-2011,01-Apr-2004,AK3432,1716.000000,1716.000000,0,0,45920.160000,LESSOR,"TUDOR B LLC","C/O PTP MANAGEMENT,INC","3000 C ST.,STE 105","","US",AK,99503-2752,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07035,31-Jul-2019,01-Aug-2009,AK3442,5966.000000,5966.000000,0,8,95316.290000,LESSOR,"SILVERADO INVESTORS,LLC","","813 D STREET","","US",AK,99501-3525,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06711,30-Sep-2015,01-Oct-2004,AK3445,414.000000,360.000000,0,0,10350.000000,LESSOR,"EASTFORK,LLC","","6382 EAST BEECHCRAFT ROAD","","US",AK,99654-9332,"MATANUSKA-SUSITNA DV","WASILLA"
LAK06775,31-May-2026,01-Jun-2006,AK3450,20809.000000,15000.000000,0,57,776138.090000,LESSOR,"AIRPORT EQUIPMENT RENTALS,INC","","1310 VAN HORN ROAD","","US",AK,99701-7420,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06787,30-Jun-2013,01-Jul-2005,AK3451,600.000000,144.000000,0,0,9000.000000,LESSOR,"KENAI PENINSULA BOROUGH","","144 N. BINKLEY STREET","","US",AK,99669-7520,"KENAI-COOK INLET DIV","SOLDOTNA"
LAK06808,31-Mar-2016,01-Apr-2006,AK3455,8235.000000,7782.000000,0,2,303579.970000,LESSOR,"PEACH INVESTMENTS LLC","","3000 C STREET","STE 105","US",AK,99503-3288,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06833,31-May-2011,01-Jun-2006,AK3456,176.000000,153.000000,0,0,3213.000000,LESSOR,"BOWERS INVESTMENT COMPANY LLC","","2333 VAN HORN ROAD","","US",AK,99701-7207,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06797,30-Nov-2010,01-Dec-2005,AK3456,1963.000000,1707.000000,0,0,35826.000000,LESSOR,"BOWERS INVESTMENT COMPANY,LLC","","2333 VAN HORN ROAD","","US",AK,99701-7207,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06862,30-Nov-2012,01-Dec-2007,AK3456,2361.000000,2361.000000,0,13,69082.860000,LESSOR,"BOWERS INVESTMENT COMPANY,LLC","JERRY BOWERS","2333 VAN HORN RD","","US",AK,99701-7207,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06816,31-Dec-2021,12-Dec-2006,AK3457,9425.000000,8083.000000,0,0,516667.230000,LESSOR,"8TH & D STREET,LLC","","813 D STREET,SUITE 200","","US",AK,99501-3525,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06804,14-Mar-2011,15-Mar-2006,AK3458,1900.000000,1739.000000,0,2,71704.860000,LESSOR,"SHEE ATIKA INCORPORATED","","315 LINCOLN STREET,SUITE 300","","US",AK,99835-7579,"SITKA DIVISION","SITKA"
LAK06840,30-Jun-2014,01-Jul-2006,AK3461,1155.000000,1155.000000,0,0,106780.470000,LESSOR,"STATE  OF ALAKSA","D.O.T. & PUBLIC FACILITIES","6450 AIRPORT WAY,SUITE #1","","US",AK,99709-4617,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06844,30-Sep-2014,01-Oct-2006,AK3463,638.000000,638.000000,0,0,43200.000000,LESSOR,"ALASKA AIRLINES INC","","19300 INTERNATIONAL BLVD","","US",WA,98188-5303,"KING","SEATTLE"
LAK06857,28-Feb-2015,01-Mar-2007,AK3464,1150.000000,1150.000000,0,2,34504.910000,LESSOR,"KING SALMON TERMINAL LCC","","1000 DIAZ AVENUE","","US",AK,99571-0125,"ALEUTIAN ISLANDS DIV","COLD BAY"
